d_mk	F	dF
0	3.21717e-05	0.00123112
0.0001	0.000983482	0.0385178
0.00020000000000000001	0.00125882	0.0572605
0.00030000000000000003	0.00137273	0.0669576
0.00040000000000000002	0.00128005	0.0717416
0.00050000000000000001	0.00130142	0.0791033
0.00060000000000000006	0.00112977	0.0735171
0.00069999999999999999	0.001228	0.0785744
0.00080000000000000004	0.00100371	0.0735816
0.00090000000000000008	0.000712452	0.0575085

