d_mk	F	dF
0	0.000159302	0.000196608
0.0001	4.416e-05	3.16553e-05
0.00020000000000000001	1.15358e-05	7.80172e-06
0.00030000000000000003	4.11653e-06	2.75329e-06
0.00040000000000000002	1.77297e-06	1.20199e-06
0.00050000000000000001	8.57045e-07	5.99263e-07
0.00060000000000000006	4.49053e-07	3.29597e-07
0.00069999999999999999	2.47029e-07	1.94435e-07
0.00080000000000000004	1.40902e-07	1.22225e-07
0.00090000000000000008	8.15291e-08	8.0719e-08

