d_mk	F	dF
0	4.99222e-21	1.74964e-18
0.0001	4.66537e-30	3.68744e-30
0.00020000000000000001	4.5822e-31	3.18332e-31
0.00030000000000000003	1.08068e-31	7.29142e-32
0.00040000000000000002	3.68757e-32	2.49808e-32
0.00050000000000000001	1.53646e-32	1.0708e-32
0.00060000000000000006	7.24423e-33	5.30429e-33
0.00069999999999999999	3.70121e-33	2.90749e-33
0.00080000000000000004	1.98576e-33	1.71463e-33
0.00090000000000000008	1.09502e-33	1.0787e-33

