d_mk	F	dF
0	1.91726e-15	1.67111e-12
0.0001	1.67756e-12	1.67528e-09
0.00020000000000000001	7.65045e-15	5.70444e-12
0.00030000000000000003	2.74189e-09	2.71678e-06
0.00040000000000000002	1.64358e-11	1.62666e-08
0.00050000000000000001	6.08314e-10	6.08214e-07
0.00060000000000000006	1.68454e-11	1.68382e-08
0.00069999999999999999	1.67663e-10	1.6766e-07
0.00080000000000000004	1.7163e-11	1.63612e-08
0.00090000000000000008	9.28009e-08	9.27741e-05

